ID,Answer
383,中國對處決犯人一直採取保密的措施
384,貝拉明
385,
386,雙循環泵
387,1809年
388,無法發展
389,民國32年
390,害怕德軍在東線戰線上沒有足夠兵力應付俄國
391,高地德語還只是作為下薩克森邦的書面語。從19世紀到20世紀高地德語開始代替當地的語言
392,新疆建省
393,受到材料與設計的影響
394,國家起源說
395,羅伯特·赫爾曼
396,中部科學園區
397,宣統三年九月十九日
398,1991年
399,《三國史記》
400,第二次工業革命
401,突厥語
402,哈雷阿卡拉國家公園
403,坎貝爾式
404,8小時
405,樂壇女王」
406,民國27年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬
410,妖怪
411,專家
412,中文
413,硫-34
414,混亂
415,阿爾泰語系
416,皇太極
417,信陽
418,7000名
419,吉米·史都華，美國電影、電視、舞台劇演員、美國空軍准將
420,質量
421,人類
422,媽祖
423,鮑德溫伯爵
424,七屆四中全會
425,15米
426,蘇丹
427,軍事監察官
428,好的稻苗
429,2005年9月
430,恆星
431,那拉氏
432,辛酉政變
433,銅的礦物
434,統一企業
435,連續的日數計算時間
436,生物學研究
437,陳誠
438,孫中山
439,德國單獨媾和
440,德國工業
441,中原大戰
442,1978年
443,天皇
444,每680.48
445,莫比爾
446,嘉義市
447,
448,肺呼氣機制
449,五角星
450,質
451,
452,阿29
453,匿蹤性能
454,中國共產黨中央政治局常務委員會
455,1919年
456,一條簡單的直線
457,昆明城巴共同運營的236路車
458,盟旗制
459,臺南州
460,布朗茜
461,南緯30度。其主要分布於大陸內陸區或背風的山區
462,一次大戰
463,大滿貫男子單打比賽
464,中華人民共和國
465,保守派
466,網景公司
467,
468,1912年
469,1982年開始
470,七年
471,奧地利
472,貝爾實驗室
473,梁朝偉
474,吳三連
475,1918年
476,米勒
477,1月8日
478,掃雷艇部隊
479,哈丹於遼東高麗一帶游擊
480,內閣一起制
481,民國15年
482,1952年到德國統一期間
483,波你尼
484,東晉時期
485,動力系統
486,開城工業園區
487,烏孜別克人
488,2555公里
489,國共內戰
490,高句麗聯合[UNK][UNK]
491,茲維亞德·加姆薩胡爾季阿
492,中文
493,作戰信息控制以及指揮自動化系統，靈活配置的導彈垂直發射裝置，用來防禦反艦導彈的小口徑速射炮
494,荀子
495,清朝
496,1935年
497,
498,第一架
499,中國政法大學
500,瓜拿納
501,二戰時期
502,鈉鹽
503,江戶時代
504,民國4年12月25日
505,西格里
506,1972年
507,中國之統一
508,貝爾根
509,青蓮居士
510,朱棣
511,三星電子
512,低稅賦
513,小選舉區制
514,科索沃
515,抗議活動
516,自由放任
517,綠色工業
518,四年
519,段祺瑞
520,喬治
521,中永和
522,1902年
523,蝸頂
524,向海
525,國人民銀行發出通知，擴大了銀行間即期外匯市場非美元貨幣對人民幣交易價的浮動幅度，從原來的上下1.5%擴大到上下3%
526,小型雷達測距儀
527,2002年
528,無機化合物
529,軍事冒險主義
530,定用戶組在編輯衝突時提供優先機會
531,
532,雄性
533,經濟建設
534,《實業部組織法》
535,香港傳統粥店
536,愛國教育
537,帕吉勒提河
538,西南美麗的地方」
539,天
540,開羅
541,1932年
542,香港
543,1955年
544,多倫多運輸局
545,前一世紀
546,柵欄
547,1898年
548,法國民意
549,狄拉克
550,藥葛羅
551,健康寫實電影
552,1956年7月
553,矮星
554,中生代
555,伊爾庫茨克國立大學
556,鐵木真
557,23406人
558,1788年
559,兩個
560,永康方巖
561,
562,金正恩的名字於2010年10月1日由北韓官方公布漢字名字前，媒體曾對其漢字名字有誤譯。2010年10月1日，朝鮮中央通訊社通知日本的朝鮮通訊社稱，漢字正名是「金正恩」。一家瑞士小型報章《[UNK]》便張冠李戴地
563,馬[UNK]
564,總兵官
565,阿普列尤斯
566,哈大客運專線
567,漢風魏韻
568,自然科學研究
569,反文化運動
570,英國
571,宗
572,轟炸機
573,夜間攔截任務上，二戰時期的使用經驗延伸出兩種發展路線。一種是利用小型雷達測距儀
574,義大利
575,中世紀
576,大腦聽皮層
577,刺史
578,18個
579,至元二十九年
580,自由派
581,貝加爾湖
582,陶瓷
583,1980年代
584,德國
585,路易斯安那
586,1918年
587,《馬可·波羅遊記》
588,9年
589,[UNK]
590,1941年2月1日
591,101公里
592,國務院常務會議
593,低倍率
594,喬治亞共和國
595,1943年
596,收容因為納戈爾諾-卡拉巴赫戰爭而快速成長的逃離家園者
597,足式臀位
598,外交獨立性
599,韓國
600,氯仿
601,希臘
602,瀕危物種
603,越戰
604,公民權
605,冷氣
606,大陸性氣候
607,金華
608,1928年
609,加密方式
610,霍布斯
611,1897年
612,中山盛產海鹽
613,南漢宸為主任的中國人民銀行籌備處
614,市場分析
615,滬寧鐵路上海站
616,2006年
617,家庭喜劇片
618,保障子女
619,婦女
620,
621,建築學院
622,朱熹
623,社會民主黨
624,傳播色情
625,電穿孔細胞
626,高速線哈大客運專線
627,第五區
628,
629,1982年
630,漢武帝
631,以東
632,要求蘇方撤軍
633,義大利
634,西方文明開始衝擊朝鮮半島
635,東晉常[UNK]
636,
637,預言
638,非商用
639,
640,日本竹[UNK]魚、真鯛
641,嘉義市
642,一級產業
643,29個
644,39年
645,10月23日
646,人傳》
647,漢字詞
648,第二次世界大戰
649,5000噸級
650,薩羅尼加
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯三世的女婿阿列克修斯·杜卡斯
655,尼安三世
656,
657,1937年
658,1964年
659,16世紀末
660,油氣開發
661,高度
662,嘉靖帝
663,阿圖什地方，經常有來自周邊
664,第一區
665,1948年1月1日
666,紫外線
667,九一八事變
668,春秋
669,粘土熊
670,閩江口
671,1899年
672,牟定縣
673,尼布楚條約
674,中央窩
675,哈里發
676,殖民主義
677,奧德
678,多少米
679,環境因素
680,人民勞動的積極性
681,麥克萊倫
682,赤城鎮政府街1號
683,纖維心包
684,羅非魚
685,潘普洛納
686,法國
687,1848年
688,《諸羅縣志》
689,杜林
690,拉辛格
691,當雙方在一盤中戰至6比6時
692,39年
693,德國財政局
694,民主共和黨
695,超新星
696,全斗煥
697,2007年
698,玫瑰盃[UNK]
699,司法系統
700,382年
701,軍隊編制問題
702,劉銘傳
703,韓國高鐵
704,1
705,她
706,1923年
707,畢達哥拉斯
708,2009年
709,湘西土家族苗族自治州
710,孫堅
711,區別
712,東晉
713,李定國
714,公車動態資訊系統整合計畫
715,公共健康與醫學領域
716,《新基本法令》
717,1962年
718,洪武三十一年
719,越南
720,克萊蒙梭
721,白帳
722,白矮星
723,咖啡因
724,何無忌
725,階梯狀
726,泉州人最多，客家人
727,6個小時
728,1866年
729,分發式政策
730,嚴濟慈
731,90年代
732,金日成
733,第一
734,吉爾·德·萊斯男爵
735,瓦倫西亞
736,1787年
737,朱元璋
738,復仇之名
739,1898年
740,守舊派
741,中華人民共和國
742,
743,中生代
744,約瑟普•布羅茲•狄托
745,中國共產黨
746,基礎。當時阿拉巴馬州和其他許多州都必須改變其立法選區
747,計劃生育
748,蘇聯
749,內閣組成單位
750,維多利
751,赤道半徑比極赤道
752,利用稻草編織出的工藝產品，也相當常見，如草蓆，草帽等。在稻田中最常見的還有戴著帽子，用來嚇阻鳥群
753,華人富有
754,5～8％
755,日本
756,分子雲
757,鮮卑部落
758,君士坦丁堡城
759,1918年
760,1939年
761,東三省巡閱使衛隊旅旅長
762,巴黎條約
763,1970年
764,麥迪遜分校
765,乾燥
766,麻赫穆德·喀什噶里
767,
768,資格賽賽制
769,周駿龍
770,民國16年
771,15世紀
772,文憲王
773,周恩來
774,馬略
775,至元十三年
776,列如鬼火
777,60年代
778,圖西族
779,聖餐紀念說
780,
781,《三國史記》
782,伽利略
783,長沙太守
784,物質
785,2002年
786,上海
787,比利時
788,濃硫酸
789,科學之父
790,兄弟國的盟約
791,2010年北韓政府公布了金正恩的生日為1982年1月8日，把金正恩生日定為「民族最大節日」之一，並通報由2011年
792,硫的一個重要來源。此過程通常通過一個叫做「克勞斯工藝」的過程來實現。另一個重要來源是硫礦
793,1979年
794,義大利
795,江南社會
796,卡拉恰伊湖
797,趙昀
798,阿蘭王國
799,廣州
800,共和黨
801,日本
802,二戰
803,1976年
804,上海
805,1949年
806,
807,純銅
808,第二次義大利衣索比亞戰爭
809,礦產
810,1449年
811,1986年
812,隆武帝
813,第一次世界大戰
814,孫叔敖
815,威廉·莫里斯
816,雙汗制
817,23年
818,預防感染
819,中華全國體育總會
820,
821,《武狀元蘇乞兒》
822,1956年
823,《產假和保護婦女兒童權利法》
824,
825,中華民國國軍
826,扶餘
827,人民頻繁的遷移
828,公元7世紀
829,網際網路版權問題的存在，往往被禁止的作品可以在網上免費收看
830,保證共和派控制國民議會
831,匈牙利
832,1979年
833,高句麗
834,第五次反「圍剿
835,國際工程實施
836,相約成俗
837,1941年，萬尼瓦爾·布希獲委任為科研發展部長，負責分配資金給包括麻省理工在內的少數獲選定的大學。大戰期間，全國的科學家與工程學家聚集在1940年
838,妖怪學
839,1987年
840,兒童等待被收養。對收養資格
841,汾河
842,關漢卿
843,汪精衛
844,陳平順
845,主序帶
846,羅貝爾
847,整個站體都位於天橋上的車站
848,1955年
849,甘迺迪承諾如果
850,青銅時代
851,天皇
852,朝鮮白頭山
853,德國人
854,2009年
855,羅馬帝國
856,自身的重力
857,第一目擊者
858,生物演化
859,1988年
860,韓國
861,李之藻
862,哈比亞利馬納
863,一個曾在布里斯托教書的法文老師
864,玻里尼西亞
865,廉興被
866,基因特質
867,印地語
868,《聖經》在《詩篇》93:196:10，以及《歷代志》上16:30記錄著世界
869,康熙帝
870,撒下稻種
871,懷孕晚期
872,43年
873,地質類學科專業
874,中國科學技術大學副校長
875,茶鹼
876,君士坦提烏斯
877,
878,
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,伊俄」
883,連鎖體系、24小時營業、面積小、開架式販售
884,1910年革命
885,洛邑
886,蒙漢通婚
887,宋文帝
888,憲政改革
889,英國
890,斯塔福德郡
891,義熙十四年
892,劉少奇
893,2002年
894,適齡兒童接受義務教育
895,人類想像與傳說之中，難以運用科學方法證明其真偽
896,東德使館
897,14世紀初
898,1989年
899,黑洞
900,顯微注射
901,馬可波羅
902,
903,上海鐵路局
904,離岸人民幣
905,《倫敦條約》
906,路德
907,自主選擇權，需要開具引產證明。在生育自主權上，未婚女性不具有使用精子庫
908,大質量
909,加拿大軍隊
910,年均糧食總產26億斤
911,1950年代
912,文藝復興運動
913,行為不檢點
914,文藝復興式
915,楚州
916,1584年
917,1985到1989年
918,埃姆斯蘭到博特羅普
919,柏林國際廣播電台
920,現代的望遠鏡
921,1584年
922,都水監
923,丹尼爾·邁耶
924,
925,1948年
926,67個
927,12月7日
928,1884年
929,希特勒
930,大慶油田有限責任公司
931,私立大學
932,三座
933,把新住民子女及新移工納入
934,李[UNK]
935,福建籍
936,汪大淵
937,漢字詞
938,[UNK]稻
939,宋真宗
940,120%
941,約翰·胡佛局長
942,9月
943,其副汗或小汗多帶有伊利的的稱號
944,唐德剛
945,路易十四
946,韓國
947,0.07個
948,閩南人
949,28年
950,李煥之
951,公共汽車
952,核膜間隙
953,石排灣
954,正教
955,八角鼓
956,對德國的一種羞辱
957,文化大革命
958,1642年
959,徐載弼
960,蒙哥
961,德魯修斯
962,芝加哥大學
963,船業
964,收放式起落架
965,紐格威森林
966,2014年
967,拿破崙
968,戴克里先
969,166年
970,科學
971,市場經濟
972,1963年
973,亞歷山大六世
974,1789年
975,悼念周恩來集會
976,20世紀60年代到70年代初
977,1958年底
978,西晉，為州、郡、縣三級制
979,
980,李嵩之後，與李唐皇室同宗。幼時內遷，寄籍劍南道綿州。另郭沫若
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國專家
988,
989,內陸地區
990,國大黨
991,白[UNK]紀滅絕事件
992,毒品
993,共同祖先說
994,1252年
995,元朝
996,1932年
997,1972年
998,蒸汽船
999,文森特
1000,環境保護主義
1001,詹姆士·麥迪遜
1002,1946年
1003,蘇聯紅軍
1004,基本食物
1005,1982年12月8日
1006,甘迺迪政府學院
1007,矮星
1008,
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,國務委員會委員長
1014,紐約尼克
1015,預付
1016,東校區
1017,伽利略
1018,發動機
1019,匈奴
1020,9月6日
1021,五等爵制
1022,工程化核酸酶
1023,伊薩克二世
1024,馬克西米安
1025,外部刺激
1026,麥克阿瑟
1027,臺灣本身財政負擔
1028,武漢行營副主任
1029,躲避戰亂
1030,朝鮮半島
1031,大學文憑
1032,馬爾吉特
1033,[UNK][UNK]
1034,1823年
1035,漢字詞
1036,第五次反「圍剿
1037,原始宗教
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,網際網路版權問題的存在
1043,愷撒
1044,朝鮮語
1045,倫敦霍洛威
1046,佛教
1047,烏爾蘇拉
1048,1964年
1049,大陸
1050,與中共的任何政治現狀的改變在臺灣都是最缺乏民意基礎與政治市場的選項
1051,挪威
1052,越戰
1053,令拿破崙蒙羞
1054,
1055,英國
1056,李紳
1057,中文
1058,四帝共治制
1059,1060公釐
1060,1939年
1061,唐軍攻陷高句麗長安城後，唐史學家
1062,劉表
1063,慶元
1064,
1065,民法法系、大陸法系、市民法、羅馬法系、法典法系、羅馬日爾曼法系
1066,石油危機
1067,秦朝與漢朝時，遊牧民族，包括肅慎、鮮卑、蒙古、契丹、女真、鄂倫春等，都在這一帶生活。唐朝
1068,奧斯陸峽灣
1069,1920年
1070,硫代硫酸氨
1071,《金雲翹傳》
1072,480萬人
1073,1912年
1074,1627年
1075,區域性污染
1076,羅德城
1077,唐生智
1078,夏季
1079,臺灣新北地方法院
1080,奧古斯都
1081,6世紀
1082,24所
1083,甘肅省
1084,記分
1085,1所
1086,
1087,人
1088,破四舊」
1089,三次
1090,為了獲得大寧地區的駐牧權
1091,梵語
1092,張學良任旅長，郭松齡
1093,爆炸性
1094,邊督辦公署
1095,17世紀初之明朝時期
1096,1968年
1097,火炮
1098,1932年
1099,吉田定房
1100,世稱恭順」
1101,河川
1102,抗日戰爭
1103,
1104,漢朝
1105,無暇對付南宋
1106,奧東·德拉羅什
1107,灣仔北
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,高速攝影
1112,赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1847年
1116,辛亥革命
1117,繆[UNK]
1118,「合會朱陸
1119,傑弗里·德維爾
1120,阿拉伯半島
1121,塞爾維亞
1122,加州尤巴城
1123,君主
1124,天下人
1125,日本
1126,唐氏
1127,慕容垂
1128,匯率波動頻繁
1129,政府工作報告
1130,公元前24世紀
1131,康拉德·阿登納
1132,江東
1133,聖奧古斯丁
1134,大約公元185年
1135,弱勢群體
1136,大正天皇
1137,四牌樓紀念基金」
1138,後世
1139,義輝
1140,主導戰爭
1141,中華人民共和國衛生部
1142,人人平等
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,英國
1148,法國
1149,洪武三十一年十二月
1150,英國
1151,329440元銀元
1152,34年
1153,人民幣
1154,中華民國
1155,2次
1156,秧苗
1157,七個
1158,劉少奇
1159,卡加梅
1160,
1161,天城體
1162,5月17日
1163,財務報表
1164,自然
1165,海軍中尉
1166,德川家康
1167,空射火箭
1168,1836年
1169,拜占庭帝國
1170,大陸
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,地球生態系統服務對人們的恩典
1174,哥廷根亨德爾國際音樂節是世界上歷史最悠久的古典音樂節，希察克爾夏季音樂節
1175,省道
1176,懷孕晚期
1177,法國
1178,
1179,道本頓
1180,通州張家灣
1181,珍惜親情
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,為現代城市塑造了輪廓
1186,唯泰主義
1187,自從1970年代浙江河姆渡遺址的七千年前稻穀的出土、1993年中美聯合考古隊在湖南道縣玉蟾岩發現了世界最早的距今約8200年的古栽培稻後，以及國際水稻基因定序工程
1188,《海峽兩岸服務貿易協議》
1189,進攻明朝軍事重鎮宣府
1190,自由主義
1191,1874年
1192,每一聲波周期
1193,五島烏龍麵
1194,李克強
1195,河東道
1196,挑戰
1197,米利都
1198,熱帶稀樹草原
1199,韓國
1200,太原組織
1201,63個
1202,46公里
1203,十六世紀
1204,帕多瓦大學執教幾何、機械和天文。在這段期間內，伽利略在基礎性純科學與應用科學上都有重大突破。他也有許多其他興趣愛好，如研究占星術
1205,
1206,吉隆坡
1207,1891年
1208,農業
1209,發展局
1210,輻射
1211,北京電視台」成立並開始試播，是中國大陸第一家電視台及全世界第一個全中文廣播電視頻道。北京電視台
1212,舟山地區
1213,十月革命
1214,英國
1215,美國大學協會
1216,政府工作報告
1217,郭松齡反奉。郭素稱東北軍第一猛將，率領7萬人直取奉天，張作霖猝不及防，準備撤守。據奉軍軍團長王鐵漢說，此時張學良率軍與郭松齡對峙在巨流河，郭
1218,開京
1219,美國大蕭條時期
1220,
1221,拉丁人
1222,各種的組織之內。政策可以有很多種歸納方法，以下的分類是一例。分發式政策
1223,蔣介石
1224,全印穆斯林聯盟
1225,後受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,太陽
1229,建設中國特色社會主義
1230,劉裕
1231,阿里烏教派
1232,鮑德溫伯爵
1233,佛教
1234,中世紀時期
1235,東正教
1236,高雄市
1237,鄧小平
1238,南斯拉夫」
1239,武陵
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,安理會否決權
1244,二十世紀
1245,積極進攻
1246,
1247,1926年
1248,「義大利汽車之都
1249,火箭發動機
1250,細胞膜
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,仁宗系
1256,私兵制度
1257,魏博拉盧比民達行業工會
1258,山背文化
1259,視為
1260,尚吉巴
1261,瓊州海峽
1262,安德魯約翰遜
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,解釋恆星內部和恆星演化的模型被成功的發展出來
1268,民國3年
1269,
1270,希洛克勒斯
1271,約翰·莫根
1272,臺灣
1273,第二代
1274,日美神奈川條約
1275,北京市
1276,
1277,哈利里德
1278,
1279,柏拉圖
1280,波蘭人
1281,中華民國
1282,英祖四年，少論派人李麟佐、鄭希亮等起兵，以宗室密豐君李坦為君，但以失敗告終
1283,改良式腳踏車
1284,《那一夜，我們說相聲》
1285,二人
1286,1830年
1287,官方出版物
1288,八月
1289,認知科學
1290,廣州話
1291,傑瑞·威斯特
1292,粳稻
1293,挪威
1294,1800個
1295,中國郵政集團公司
1296,軍隊士氣低落
1297,我們就是人民！」
1298,索契
1299,福島縣會津地區
1300,1913年
1301,土地銷售
1302,士瓦本
1303,洛杉磯快艇
1304,天花病
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,藝術家村
1310,朱利烏斯·凱撒
1311,「豫
1312,1919年3月1日
1313,第六次全國人口普查，全州常住人口為1133515人
1314,文言文
1315,排灣族
1316,洛克菲勒紀念教堂
1317,普選制度
1318,高麗
1319,2015年
1320,1969年
1321,民主黨
1322,水田
1323,過去之
1324,488年
1325,病態賭徒
1326,全國人民代表大會
1327,外太空有關的領域，太空載具在太空的航行活動。科學界一般把太陽系
1328,周敦頤
1329,《雅爾達協定》
1330,英國
1331,
1332,美國
1333,鐵
1334,卡爾卡松
1335,廣東省
1336,[UNK]
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,《[UNK][UNK]條約》和《北京條約》
1342,卡普拉
1343,雙重國籍
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,就地掩埋稻草，除不會製造空氣汙染
1348,66種
1349,類比訊號
1350,印度
1351,視錐細胞
1352,人口眾多，市區的交通流量十分龐大。每逢尖峰時段或假日，經常會有大量人潮
1353,威廉二世
1354,政治局擴大會議
1355,瀧川
1356,君士坦丁大帝
1357,
1358,8月26日
1359,測試
1360,朱棣
1361,外交手段
1362,1887年
1363,2008年
1364,畢達哥拉斯
1365,2010年
1366,1918年
1367,阿普伽新生兒
1368,魯宗之
1369,苛徵與限制
1370,大韓帝國
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,中國在外蒙主權
1376,速度
1377,民國十八年至二十六年間
1378,平原地區
1379,一萬
1380,10名
1381,東北停戰協定
